climber,ascent_date,suggested_grade,route,official_grade,parsed_dates,climbing_style,weight,date,year,official_grade_consistent
Simon Lorenzi,11th Jan 2019,,Dreamtime,8c,11-01-2019,Boulder,worked,2019-11-01,2019.0,8c
Ryuichi Murai,7th Dec 2019,,Dreamtime,8c,07-12-2019,Boulder,worked,2019-07-12,2019.0,8c
Yannick Flohé,15th Dec 2020,,Dreamtime,8c,15-12-2020,Boulder,worked,2020-12-15,2020.0,8c
Thilo Schröter,16th Mar 2021,,Dreamtime,8c,16-03-2021,Boulder,worked,2021-03-16,2021.0,8c
Alex Khazanov,11th Oct 2021,,Dreamtime,8c,11-10-2021,Boulder,worked,2021-11-10,2021.0,8c
Michiel Nieuwenhuijsen,24th Oct 2021,,Dreamtime,8c,24-10-2021,Boulder,worked,2021-10-24,2021.0,8c
Marco Müller,3rd Jan 2022,,Dreamtime,8c,03-01-2022,Boulder,worked,2022-03-01,2022.0,8c
Austin Purdy,16th Jan 2022,,Dreamtime,8c,16-01-2022,Boulder,worked,2022-01-16,2022.0,8c
Andy Lamb,26th Jan 2022,,Dreamtime,8c,26-01-2022,Boulder,worked,2022-01-26,2022.0,8c
Tristan Chen,20th Feb 2022,,Dreamtime,8c,20-02-2022,Boulder,worked,2022-02-20,2022.0,8c
Sam Weir,25th Feb 2022,,Dreamtime,8c,25-02-2022,Boulder,worked,2022-02-25,2022.0,8c
Felipe Camargo,Mar 2022,,Dreamtime,8c,19-03-2022,Boulder,worked,2022-03-19,2022.0,8c
Pietro Vidi,19th Nov 2022,,Dreamtime,8c,19-11-2022,Boulder,worked,2022-11-19,2022.0,8c
Will Bosi,6th Dec 2022,,Dreamtime,8c,06-12-2022,Boulder,worked,2022-06-12,2022.0,8c
Moritz Welt,29th Dec 2022,8C (soft),Dreamtime,8c,29-12-2022,Boulder,worked,2022-12-29,2022.0,8c
Simone Tentori,21st Jan 2023,,Dreamtime,8c,21-01-2023,Boulder,worked,2023-01-21,2023.0,8c
Elias Krüger,20th Feb 2023,,Dreamtime,8c,20-02-2023,Boulder,worked,2023-02-20,2023.0,8c
Benjamin Blaser,15th Dec 2023,,Dreamtime,8c,15-12-2023,Boulder,worked,2023-12-15,2023.0,8c
Moritz Perwitzschky,Feb 2024,,Dreamtime,8c,19-02-2024,Boulder,worked,2024-02-19,2024.0,8c
Lee Sungsu,19th Sep 2024,,Dreamtime,8c,19-09-2024,Boulder,worked,2024-09-19,2024.0,8c
Michaela Kiersch,Nov 2024,,Dreamtime,8c,19-11-2024,Boulder,worked,2024-11-19,2024.0,8c
Matty Hong,,,Dreamtime,8c,,Boulder,worked,,,8c
Martin Keller,,,Dreamtime,8c,,Boulder,worked,,,8c
Jon Cardwell,,,Dreamtime,8c,,Boulder,worked,,,8c
Steve McClure,2007,,Fat Lip,8b,19-11-2007,Boulder,worked,2007-11-19,2007.0,8b
James Noble,13th May 2015,,Fat Lip,8b,13-05-2015,Boulder,worked,2015-05-13,2015.0,8b
Jonny Argue,Jul 2015,,Fat Lip,8b,19-07-2015,Boulder,worked,2015-07-19,2015.0,8b
Tom Newman,27th Jul 2015,,Fat Lip,8b,27-07-2015,Boulder,worked,2015-07-27,2015.0,8b
Ollie Torr,Dec 2015,,Fat Lip,8b,19-12-2015,Boulder,worked,2015-12-19,2015.0,8b
Haydn Jones,31st Mar 2016,,Fat Lip,8b,31-03-2016,Boulder,worked,2016-03-31,2016.0,8b
Orrin Coley,17th Aug 2017,,Fat Lip,8b,17-08-2017,Boulder,worked,2017-08-17,2017.0,8b
Sam Prior,5th Oct 2017,,Fat Lip,8b,05-10-2017,Boulder,worked,2017-05-10,2017.0,8b
Will Smith,7th Oct 2017,,Fat Lip,8b,07-10-2017,Boulder,worked,2017-07-10,2017.0,8b
Ash Wolsey-Heard,3rd May 2018,,Fat Lip,8b,03-05-2018,Boulder,worked,2018-03-05,2018.0,8b
Dan Turner,22nd May 2018,,Fat Lip,8b,22-05-2018,Boulder,worked,2018-05-22,2018.0,8b
Frances Bensley,23rd Nov 2018,,Fat Lip,8b,23-11-2018,Boulder,worked,2018-11-23,2018.0,8b
Alex Barrows,10th Dec 2018,,Fat Lip,8b,10-12-2018,Boulder,worked,2018-10-12,2018.0,8b
Michiel Nieuwenhuijsen,4th May 2019,,Fat Lip,8b,04-05-2019,Boulder,worked,2019-04-05,2019.0,8b
Jack Palmieri,4th Oct 2019,,Fat Lip,8b,04-10-2019,Boulder,worked,2019-04-10,2019.0,8b
Pete Dawson,25th Aug 2020,,Fat Lip,8b,25-08-2020,Boulder,worked,2020-08-25,2020.0,8b
Billy Ridal,16th Oct 2020,,Fat Lip,8b,16-10-2020,Boulder,worked,2020-10-16,2020.0,8b
Sam Blackwell,3rd Nov 2020,,Fat Lip,8b,03-11-2020,Boulder,worked,2020-03-11,2020.0,8b
Buster Martin,10th Apr 2021,,Fat Lip,8b,10-04-2021,Boulder,worked,2021-10-04,2021.0,8b
Will Bosi,5th Dec 2021,,Fat Lip,8b,05-12-2021,Boulder,worked,2021-05-12,2021.0,8b
Adam Ondra,Jan 2023,,Fat Lip,8b,19-01-2023,Boulder,worked,2023-01-19,2023.0,8b
Nathan Phillips,13th May 2023,,Fat Lip,8b,13-05-2023,Boulder,worked,2023-05-13,2023.0,8b
Tara Hayes,15th Oct 2023,,Fat Lip,8b,15-10-2023,Boulder,worked,2023-10-15,2023.0,8b
Leo Skinner,27th Feb 2024,,Fat Lip,8b,27-02-2024,Boulder,worked,2024-02-27,2024.0,8b
Shauna Coxsey,Apr 2024,,Fat Lip,8b,19-04-2024,Boulder,worked,2024-04-19,2024.0,8b
Ben Pestell,15th Jun 2024,,Fat Lip,8b,15-06-2024,Boulder,worked,2024-06-15,2024.0,8b
Warren Harding,1958,,The Nose,8b+,19-11-1958,Aid,worked,1958-11-19,1958.0,8b+
Lynn Hill,Sep 1993,,The Nose,8b+,19-09-1993,Lead,worked,1993-09-19,1993.0,8b+
Royal Robbins,1960,,The Nose,8b+,19-11-1960,Aid,worked,1960-11-19,1960.0,8b+
Joe Fitschen,1960,,The Nose,8b+,19-11-1960,Aid,worked,1960-11-19,1960.0,8b+
Tom Frost,1960,,The Nose,8b+,19-11-1960,Aid,worked,1960-11-19,1960.0,8b+
Chuck Pratt,1960,,The Nose,8b+,19-11-1960,Aid,worked,1960-11-19,1960.0,8b+
John Long,1975,,The Nose,8b+,19-11-1975,Aid,worked,1975-11-19,1975.0,8b+
Jim Bridwell,1975,,The Nose,8b+,19-11-1975,Aid,worked,1975-11-19,1975.0,8b+
Billy Westbay,1975,,The Nose,8b+,19-11-1975,Aid,worked,1975-11-19,1975.0,8b+
John Bachar,1978,,The Nose,8b+,19-11-1978,Aid,worked,1978-11-19,1978.0,8b+
Peter Croft,1986,,The Nose,8b+,19-11-1986,Aid,worked,1986-11-19,1986.0,8b+
John Bachar,1986,,The Nose,8b+,19-11-1986,Aid,repeat,1986-11-19,1986.0,8b+
Lynn Hill,Between 19th Sep 1994 and 20th Sep 1994,,The Nose,8b+,,Lead,worked,,,8b+
Tommy Caldwell,2005,,The Nose,8b+,19-11-2005,Lead,worked,2005-11-19,2005.0,8b+
Beth Rodden,2005,,The Nose,8b+,19-11-2005,Lead,worked,2005-11-19,2005.0,8b+
Jorg Verhoeven,2014,,The Nose,8b+,19-11-2014,Lead,worked,2014-11-19,2014.0,8b+
Connor Herson,2018,,The Nose,8b+,19-11-2018,Lead,worked,2018-11-19,2018.0,8b+
Tommy Caldwell,6th Jun 2018,,The Nose,8b+,06-06-2018,Simul,worked,2018-06-06,2018.0,8b+
Alex Honnold,6th Jun 2018,,The Nose,8b+,06-06-2018,Simul,worked,2018-06-06,2018.0,8b+
Keita Kurakami,Nov 2018,,The Nose,8b+,19-11-2018,Rope Solo,worked,2018-11-19,2018.0,8b+
Barbara Zangerl,2019,,The Nose,8b+,19-11-2019,Lead,worked,2019-11-19,2019.0,8b+
Jacopo Larcher,2019,,The Nose,8b+,19-11-2019,Lead,worked,2019-11-19,2019.0,8b+
Sébastien Berthe,2019,,The Nose,8b+,19-11-2019,Lead,ground up,2019-11-19,2019.0,8b+
Alex Waterhouse,10th Nov 2023,,The Nose,8b+,10-11-2023,Lead,worked,2023-10-11,2023.0,8b+
Billy Ridal,10th Nov 2023,,The Nose,8b+,10-11-2023,Lead,worked,2023-10-11,2023.0,8b+
Tony Mitchell,Jul 1993,,True North,8c,19-07-1993,Lead,worked,1993-07-19,1993.0,8c
Ian Vickers,1997,,True North,8c,19-11-1997,Lead,worked,1997-11-19,1997.0,8c
Chris Cubitt,Before 1st Jan 2004,,True North,8c,,Lead,worked,,,8c
Malcolm Smith,Jun 2007,,True North,8c,19-06-2007,Lead,worked,2007-06-19,2007.0,8c
Gareth Parry,14th Jul 2009,,True North,8c,14-07-2009,Lead,worked,2009-07-14,2009.0,8c
Jordan Buys,13th Jul 2010,,True North,8c,13-07-2010,Lead,worked,2010-07-13,2010.0,8c
Richard Waterton,Aug 2010,,True North,8c,19-08-2010,Lead,worked,2010-08-19,2010.0,8c
Rob Sutton,22nd May 2011,,True North,8c,22-05-2011,Lead,worked,2011-05-22,2011.0,8c
Alan Cassidy,9th Jun 2011,,True North,8c,09-06-2011,Lead,worked,2011-09-06,2011.0,8c
Bob Hickish,16th Jun 2011,,True North,8c,16-06-2011,Lead,worked,2011-06-16,2011.0,8c
Matt Pickles,12th Jul 2011,,True North,8c,12-07-2011,Lead,worked,2011-12-07,2011.0,8c
Neil Mawson,19th Aug 2012,,True North,8c,19-08-2012,Lead,worked,2012-08-19,2012.0,8c
Tim Palmer,Jun 2013,,True North,8c,19-06-2013,Lead,worked,2013-06-19,2013.0,8c
Jon Freeman,15th Jun 2013,,True North,8c,15-06-2013,Lead,worked,2013-06-15,2013.0,8c
Alex Megos,Jun 2016,,True North,8c,19-06-2016,Lead,worked,2016-06-19,2016.0,8c
Pete Dawson,14th May 2017,,True North,8c,14-05-2017,Lead,worked,2017-05-14,2017.0,8c
Ted Kingsnorth,20th May 2017,,True North,8c,20-05-2017,Lead,worked,2017-05-20,2017.0,8c
Chris Smith,18th Jun 2020,,True North,8c,18-06-2020,Lead,worked,2020-06-18,2020.0,8c
Kieran Forrest,12th Aug 2020,,True North,8c,12-08-2020,Lead,worked,2020-12-08,2020.0,8c
Billy Ridal,11th Jun 2021,,True North,8c,11-06-2021,Lead,worked,2021-11-06,2021.0,8c
Matt Cooke,29th Aug 2022,,True North,8c,29-08-2022,Lead,worked,2022-08-29,2022.0,8c
Alex Norton,29th May 2023,,True North,8c,29-05-2023,Lead,worked,2023-05-29,2023.0,8c
Gordon Lennox,Jun 2023,,True North,8c,19-06-2023,Lead,worked,2023-06-19,2023.0,8c
Anna Wild,13th Jun 2023,,True North,8c,13-06-2023,Lead,worked,2023-06-13,2023.0,8c
Mike Grey,,,True North,8c,,Lead,worked,,,8c
Peter Croft,1980s,,Cobra Crack,e9,19-11-2024,Lead,,2024-11-19,2024.0,8b
Sonnie Trotter,23rd Jun 2006,,Cobra Crack,e9,23-06-2006,Lead,worked,2006-06-23,2006.0,8b
Nicolas Favresse,18th Jul 2008,,Cobra Crack,e9,18-07-2008,Lead,worked,2008-07-18,2008.0,8b
Ethan Pringle,13th Aug 2008,8c (hard),Cobra Crack,e9,13-08-2008,Lead,worked,2008-08-13,2008.0,8b
Matt Segal,Sep 2008,,Cobra Crack,e9,19-09-2008,Lead,worked,2008-09-19,2008.0,8b
Will Stanhope,Jul 2009,,Cobra Crack,e9,19-07-2009,Lead,worked,2009-07-19,2009.0,8b
Yuji Hirayama,Sep 2009,,Cobra Crack,e9,19-09-2009,Lead,worked,2009-09-19,2009.0,8b
Alex Honnold,11th Aug 2011,,Cobra Crack,e9,11-08-2011,Lead,worked,2011-11-08,2011.0,8b
Tom Randall,Sep 2013,,Cobra Crack,e9,19-09-2013,Lead,worked,2013-09-19,2013.0,8b
Pete Whittaker,Sep 2013,,Cobra Crack,e9,19-09-2013,Lead,worked,2013-09-19,2013.0,8b
Ben Harnden,1st Jun 2016,,Cobra Crack,e9,01-06-2016,Lead,worked,2016-01-06,2016.0,8b
Logan Barber,23rd May 2017,8c,Cobra Crack,e9,23-05-2017,Lead,worked,2017-05-23,2017.0,8b
Mason Earle,21st Jul 2017,,Cobra Crack,e9,21-07-2017,Lead,worked,2017-07-21,2017.0,8b
Said Belhaj,Sep 2017,,Cobra Crack,e9,19-09-2017,Lead,worked,2017-09-19,2017.0,8b
Tristan Baills,2019,,Cobra Crack,e9,19-11-2019,Lead,worked,2019-11-19,2019.0,8b
Stu Smith,2021,,Cobra Crack,e9,19-11-2021,Lead,worked,2021-11-19,2021.0,8b
Ryan Sklenica,2021,,Cobra Crack,e9,19-11-2021,Lead,worked,2021-11-19,2021.0,8b
Nat Bailey,2023,,Cobra Crack,e9,19-11-2023,Lead,worked,2023-11-19,2023.0,8b
Connor Herson,1st Jul 2023,,Cobra Crack,e9,01-07-2023,Lead,worked,2023-01-07,2023.0,8b
Adrian Vanoni,22nd Sep 2023,8c,Cobra Crack,e9,22-09-2023,Lead,worked,2023-09-22,2023.0,8b
Didier Berthod,14th May 2024,,Cobra Crack,e9,14-05-2024,Lead,worked,2024-05-14,2024.0,8b
Ethan Salvo,Aug 2024,,Cobra Crack,e9,19-08-2024,Lead,worked,2024-08-19,2024.0,8b
Johnny Dawes,Mar 1986,,Gaia,e8,19-03-1986,Lead,worked,1986-03-19,1986.0,8a+
Seb Grieve,5th Mar 1989,,Gaia,e8,05-03-1989,Lead,worked,1989-05-03,1989.0,8a+
Mike Weeks,1999,,Gaia,e8,19-11-1999,Lead,worked,1999-11-19,1999.0,8a+
Mike Robertson,Before 1st Jan 1999,,Gaia,e8,,Lead,worked,,,8a+
Lisa Rands,2004,,Gaia,e8,19-11-2004,Lead,worked,2004-11-19,2004.0,8a+
Kevin Jorgeson,Nov 2008,,Gaia,e8,19-11-2008,Solo,worked,2008-11-19,2008.0,8a+
Alex Honnold,12th Nov 2008,,Gaia,e8,12-11-2008,Lead,flash,2008-12-11,2008.0,8a+
Ryan Pasquill,2009,,Gaia,e8,19-11-2009,Lead,flash,2009-11-19,2009.0,8a+
Nathan Lee,27th Oct 2012,,Gaia,e8,27-10-2012,Lead,worked,2012-10-27,2012.0,8a+
Cailean Harker,17th Jan 2013,,Gaia,e8,17-01-2013,Lead,worked,2013-01-17,2013.0,8a+
Dave Mason,Nov 2013,,Gaia,e8,19-11-2013,Lead,flash,2013-11-19,2013.0,8a+
Katy Whittaker,3rd Nov 2013,,Gaia,e8,03-11-2013,Lead,worked,2013-03-11,2013.0,8a+
Mark Rankine,25th Jan 2015,,Gaia,e8,25-01-2015,Lead,ground up,2015-01-25,2015.0,8a+
Keita Kurakami,Jan 2016,,Gaia,e8,19-01-2016,Lead,worked,2016-01-19,2016.0,8a+
Sean McColl,Mar 2016,,Gaia,e8,19-03-2016,Lead,worked,2016-03-19,2016.0,8a+
Caroline Ciavaldini,24th Dec 2020,,Gaia,e8,24-12-2020,Lead,worked,2020-12-24,2020.0,8a+
Siebe Vanhee,Nov 2021,,Gaia,e8,19-11-2021,Lead,flash,2021-11-19,2021.0,8a+
Issac Buckley,15th Apr 2023,,Gaia,e8,15-04-2023,Lead,worked,2023-04-15,2023.0,8a+
Jorg Verhoeven,,,Gaia,e8,,Lead,worked,,,8a+
Tom de Gay,,,Gaia,e8,,Lead,worked,,,8a+
Niall Grimes,,,Gaia,e8,,Lead,worked,,,8a+
Vincent Pochon,2010,,The Big Island,8c,19-11-2010,Boulder,worked,2010-11-19,2010.0,8c
Toru  Nakajima,Feb 2013,,The Big Island,8c,19-02-2013,Boulder,worked,2013-02-19,2013.0,8c
Christopher Schulte,Mar 2013,,The Big Island,8c,19-03-2013,Boulder,worked,2013-03-19,2013.0,8c
Griffin Whiteside,5th Feb 2015,,The Big Island,8c,05-02-2015,Boulder,worked,2015-05-02,2015.0,8c
Ned Feehally,Oct 2015,,The Big Island,8c,19-10-2015,Boulder,worked,2015-10-19,2015.0,8c
Ryohei Kameyama,7th Oct 2017,,The Big Island,8c,07-10-2017,Boulder,worked,2017-07-10,2017.0,8c
Taylor McNeill,23rd Oct 2017,,The Big Island,8c,23-10-2017,Boulder,worked,2017-10-23,2017.0,8c
Giuliano Cameroni,23rd Feb 2018,,The Big Island,8c,23-02-2018,Boulder,worked,2018-02-23,2018.0,8c
Nico Pelorson,Dec 2018,,The Big Island,8c,19-12-2018,Boulder,worked,2018-12-19,2018.0,8c
Nathan Michel,29th Nov 2020,,The Big Island,8c,29-11-2020,Boulder,worked,2020-11-29,2020.0,8c
Killian Charbier,14th Feb 2021,,The Big Island,8c,14-02-2021,Boulder,worked,2021-02-14,2021.0,8c
Tim Reuser,9th Mar 2021,,The Big Island,8c,09-03-2021,Boulder,worked,2021-09-03,2021.0,8c
Nico Januel,28th Sep 2021,,The Big Island,8c,28-09-2021,Boulder,worked,2021-09-28,2021.0,8c
Rob Denayer,Nov 2021,,The Big Island,8c,19-11-2021,Boulder,worked,2021-11-19,2021.0,8c
Léo Favot,2022,,The Big Island,8c,19-11-2022,Boulder,worked,2022-11-19,2022.0,8c
Olivier Lebreton,2022,,The Big Island,8c,19-11-2022,Boulder,worked,2022-11-19,2022.0,8c
Christoph Schweiger,2nd Dec 2022,,The Big Island,8c,02-12-2022,Boulder,worked,2022-02-12,2022.0,8c
Stephan Vogt,16th Apr 2023,,The Big Island,8c,16-04-2023,Boulder,worked,2023-04-16,2023.0,8c
Samuel Richard,27th Apr 2023,,The Big Island,8c,27-04-2023,Boulder,worked,2023-04-27,2023.0,8c
Sam Richard,27th Apr 2023,,The Big Island,8c,27-04-2023,Boulder,worked,2023-04-27,2023.0,8c
Sam Avezou,Oct 2023,,The Big Island,8c,19-10-2023,Boulder,worked,2023-10-19,2023.0,8c
Lilian Bonniot,21st Feb 2024,,The Big Island,8c,21-02-2024,Boulder,worked,2024-02-21,2024.0,8c
Simon Lorenzi,,,The Big Island,8c,,Boulder,worked,,,8c
Fred Nicole,20th Aug 2002,8B+,Monkey Wedding,8c,20-08-2002,Boulder,worked,2002-08-20,2002.0,8c
Paul Robinson,24th Aug 2010,8C,Monkey Wedding,8c,24-08-2010,Boulder,worked,2010-08-24,2010.0,8c
Adam Ondra,14th Aug 2011,8C,Monkey Wedding,8c,14-08-2011,Boulder,worked,2011-08-14,2011.0,8c
Daniel Woods,13th Aug 2012,8C,Monkey Wedding,8c,13-08-2012,Boulder,worked,2012-08-13,2012.0,8c
Ignacio Sánchez González,Jun 2015,,Monkey Wedding,8c,19-06-2015,Boulder,worked,2015-06-19,2015.0,8c
Vadim Timonov,Jul 2016,8C,Monkey Wedding,8c,19-07-2016,Boulder,worked,2016-07-19,2016.0,8c
Shawn Raboutou,Jul 2016,,Monkey Wedding,8c,19-07-2016,Boulder,worked,2016-07-19,2016.0,8c
Alex Megos,2017,,Monkey Wedding,8c,19-11-2017,Boulder,worked,2017-11-19,2017.0,8c
Charles Albert,Jun 2017,,Monkey Wedding,8c,19-06-2017,Boulder,worked,2017-06-19,2017.0,8c
Alex Khazanov,6th Jul 2017,,Monkey Wedding,8c,06-07-2017,Boulder,worked,2017-06-07,2017.0,8c
Toby Saxton,21st Aug 2017,,Monkey Wedding,8c,21-08-2017,Boulder,worked,2017-08-21,2017.0,8c
Aidan Roberts,Aug 2018,,Monkey Wedding,8c,19-08-2018,Boulder,worked,2018-08-19,2018.0,8c
Keenan Takahashi,19th Aug 2019,,Monkey Wedding,8c,19-08-2019,Boulder,worked,2019-08-19,2019.0,8c
Giuliano Cameroni,31st Aug 2019,,Monkey Wedding,8c,31-08-2019,Boulder,worked,2019-08-31,2019.0,8c
Stefan Scarperi,2nd Aug 2022,,Monkey Wedding,8c,02-08-2022,Boulder,worked,2022-02-08,2022.0,8c
Ryuichi Murai,26th Jun 2023,,Monkey Wedding,8c,26-06-2023,Boulder,worked,2023-06-26,2023.0,8c
Piotr Schab,5th Jul 2023,,Monkey Wedding,8c,05-07-2023,Boulder,worked,2023-05-07,2023.0,8c
Jabee Kim,15th Jul 2023,,Monkey Wedding,8c,15-07-2023,Boulder,worked,2023-07-15,2023.0,8c
Austin Hoyt,1st Aug 2023,,Monkey Wedding,8c,01-08-2023,Boulder,worked,2023-01-08,2023.0,8c
Zach Galla,Jun 2024,,Monkey Wedding,8c,19-06-2024,Boulder,worked,2024-06-19,2024.0,8c
Lee Sungsu,25th Jun 2024,,Monkey Wedding,8c,25-06-2024,Boulder,worked,2024-06-25,2024.0,8c
Christopher Cosser,2nd Aug 2024,,Monkey Wedding,8c,02-08-2024,Boulder,worked,2024-02-08,2024.0,8c
Dave Graham,4th Sep 2010,,Warrior Up,8b+,04-09-2010,Boulder,worked,2010-04-09,2010.0,8b+
Griffin Whiteside,18th Sep 2016,,Warrior Up,8b+,18-09-2016,Boulder,worked,2016-09-18,2016.0,8b+
Keenan Takahashi,25th May 2018,,Warrior Up,8b+,25-05-2018,Boulder,worked,2018-05-25,2018.0,8b+
Andy Lamb,,,Warrior Up,8b+,,Boulder,worked,,,8b+
Paul Robinson,,,Warrior Up,8b+,,Boulder,worked,,,8b+
Jimmy Webb,,,Warrior Up,8b+,,Boulder,worked,,,8b+
Michael O'Rourke,,,Warrior Up,8b+,,Boulder,worked,,,8b+
Jess Walker,,,Warrior Up,8b+,,Boulder,worked,,,8b+
Ethan Salvo,,8B,Warrior Up,8b+,,Boulder,worked,,,8b+
Taylor McNeill,,8B,Warrior Up,8b+,,Boulder,worked,,,8b+
Brian Squire,,,Warrior Up,8b+,,Boulder,worked,,,8b+
Noah Wheeler,,,Warrior Up,8b+,,Boulder,worked,,,8b+
Matt Fultz,,,Warrior Up,8b+,,Boulder,worked,,,8b+
Nick Bradley,,,Warrior Up,8b+,,Boulder,worked,,,8b+
Ben Burkhalter,,,Warrior Up,8b+,,Boulder,worked,,,8b+
Sam Weir,,,Warrior Up,8b+,,Boulder,worked,,,8b+
Daniel Fong,,,Warrior Up,8b+,,Boulder,worked,,,8b+
Dave Graham,,,Warrior Up,8b+,,Boulder,worked,,,8b+
Daniel Woods,,,Warrior Up,8b+,,Boulder,worked,,,8b+
Kacper Kusion,,,Warrior Up,8b+,,Boulder,worked,,,8b+
Samuel Hsin,,8B+,Warrior Up,8b+,,Boulder,worked,,,8b+
Thomas Betterton,,8B+,Warrior Up,8b+,,Boulder,worked,,,8b+
Fred Nicole,15th Feb 2001,,Esperanza,8b+,15-02-2001,Boulder,worked,2001-02-15,2001.0,8b+
James Litz,19th Dec 2003,,Esperanza,8b+,19-12-2003,Boulder,worked,2003-12-19,2003.0,8b+
Ely Wilde,19th Feb 2005,,Esperanza,8b+,19-02-2005,Boulder,worked,2005-02-19,2005.0,8b+
Daniel Woods,28th Dec 2005,,Esperanza,8b+,28-12-2005,Boulder,worked,2005-12-28,2005.0,8b+
Josh Haynes,2007,,Esperanza,8b+,19-11-2007,Boulder,worked,2007-11-19,2007.0,8b+
Ethan Pringle,6th Mar 2007,,Esperanza,8b+,06-03-2007,Boulder,worked,2007-06-03,2007.0,8b+
Nick Duttle,14th Apr 2007,,Esperanza,8b+,14-04-2007,Boulder,worked,2007-04-14,2007.0,8b+
Jimmy Webb,14th Dec 2011,,Esperanza,8b+,14-12-2011,Boulder,worked,2011-12-14,2011.0,8b+
Brion Voges,2nd Jan 2012,,Esperanza,8b+,02-01-2012,Boulder,worked,2012-02-01,2012.0,8b+
Sam Davis,12th Jan 2012,,Esperanza,8b+,12-01-2012,Boulder,worked,2012-12-01,2012.0,8b+
Tristan Chen,3rd Jan 2019,,Esperanza,8b+,03-01-2019,Boulder,worked,2019-03-01,2019.0,8b+
Matt Fultz,23rd Feb 2019,,Esperanza,8b+,23-02-2019,Boulder,worked,2019-02-23,2019.0,8b+
Jonah Kreitzberg,18th Mar 2019,,Esperanza,8b+,18-03-2019,Boulder,worked,2019-03-18,2019.0,8b+
B.J. Tilden,27th Feb 2022,,Esperanza,8b+,27-02-2022,Boulder,worked,2022-02-27,2022.0,8b+
Andrew Nimmer,6th Dec 2022,,Esperanza,8b+,06-12-2022,Boulder,worked,2022-06-12,2022.0,8b+
Ben Burkhalter,10th Jan 2023,,Esperanza,8b+,10-01-2023,Boulder,worked,2023-10-01,2023.0,8b+
Austin Purdy,21st Nov 2023,,Esperanza,8b+,21-11-2023,Boulder,worked,2023-11-21,2023.0,8b+
Kensuke Hamada,,,Esperanza,8b+,,Boulder,worked,,,8b+
Adam Taylor,,,Esperanza,8b+,,Boulder,worked,,,8b+
Chris Sharma,,,Esperanza,8b+,,Boulder,worked,,,8b+
Ben Spannuth,,,Esperanza,8b+,,Boulder,worked,,,8b+
Ben Moon,,,Bens Roof,7c,,Boulder,worked,,,7c
Lucy Creamer,Oct 2006,,Bens Roof,7c,19-10-2006,Boulder,worked,2006-10-19,2006.0,7c
Rae Cowie,2008,,Bens Roof,7c,19-11-2008,Boulder,worked,2008-11-19,2008.0,7c
Leah Crane,Oct 2008,,Bens Roof,7c,19-10-2008,Boulder,worked,2008-10-19,2008.0,7c
Diane Merrick,20th May 2011,,Bens Roof,7c,20-05-2011,Boulder,worked,2011-05-20,2011.0,7c
Jennifer Wood,Apr 2016,,Bens Roof,7c,19-04-2016,Boulder,worked,2016-04-19,2016.0,7c
Nicola Taylor,30th Nov 2016,,Bens Roof,7c,30-11-2016,Boulder,worked,2016-11-30,2016.0,7c
Ferdia Earle,9th May 2018,,Bens Roof,7c,09-05-2018,Boulder,worked,2018-09-05,2018.0,7c
Naomi Buys,3rd Nov 2018,,Bens Roof,7c,03-11-2018,Boulder,worked,2018-03-11,2018.0,7c
Xian Goh,Sep 2019,,Bens Roof,7c,19-09-2019,Boulder,worked,2019-09-19,2019.0,7c
Simon Lee,11th Oct 2019,,Bens Roof,7c,11-10-2019,Lead,worked,2019-11-10,2019.0,7c
Rhoslyn Frugtniet,20th Nov 2020,,Bens Roof,7c,20-11-2020,Boulder,worked,2020-11-20,2020.0,7c
Anna Wild,28th Mar 2021,,Bens Roof,7c,28-03-2021,Boulder,worked,2021-03-28,2021.0,7c
Hannah French,8th Apr 2021,,Bens Roof,7c,08-04-2021,Boulder,worked,2021-08-04,2021.0,7c
Niamh Gibson,30th Apr 2023,,Bens Roof,7c,30-04-2023,Boulder,worked,2023-04-30,2023.0,7c
Lisa Alhadeff,,,Bens Roof,7c,,Boulder,worked,,,7c
Jules Littlefair,,,Bens Roof,7c,,Boulder,worked,,,7c
Debbie Corbett,,,Bens Roof,7c,,Boulder,worked,,,7c
Siobhan Coughlan,,,Bens Roof,7c,,Boulder,worked,,,7c
Ruth Smitton,,,Bens Roof,7c,,Boulder,worked,,,7c
Seb Grieve,25th Oct 1997,,Meshuga,e9,25-10-1997,Lead,worked,1997-10-25,1997.0,8b
Nic Sellars,Between 1st Jan 1997 and 1st Jan 2001,,Meshuga,e9,,Top Rope,flash,,,8b
Neil Gresham,2000,,Meshuga,e9,19-11-2000,Lead,worked,2000-11-19,2000.0,8b
Tom de Gay,2001,,Meshuga,e9,19-11-2001,Lead,worked,2001-11-19,2001.0,8b
Tim Emmett,2001,,Meshuga,e9,19-11-2001,Lead,worked,2001-11-19,2001.0,8b
Alex Honnold,19th Nov 2008,,Meshuga,e9,19-11-2008,Solo,worked,2008-11-19,2008.0,8b
Toru  Nakajima,25th Aug 2009,,Meshuga,e9,25-08-2009,Lead,worked,2009-08-25,2009.0,8b
Nathan Lee,24th Oct 2013,,Meshuga,e9,24-10-2013,Lead,worked,2013-10-24,2013.0,8b
Dave Mason,3rd Nov 2013,,Meshuga,e9,03-11-2013,Lead,worked,2013-03-11,2013.0,8b
